,budget,genres,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,year,month,return_rate
2913,11500000,['Comedy'],"['grandfather grandson relationship', 'grandfather', 'road trip', 'wedding', 'retired', 'pervert', 'army general', 'sex comedy']","Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",56.805781,"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']",['United States of America'],2016-01-21,94073028,102.0,['English'],This is Jason. He's a little worried about his grandpa.,5.7,1406,"[""['Zac Efron'"", "" 'Robert De Niro'""]",Dan Mazer,2016,01,718.0263304347825
2914,11000000,"['Drama', 'Romance', 'War']","['love triangle', 'nurse', 'suicide attempt', 'loss of family', 'world war i', 'russian revolution 1917', 'forbidden love', 'step parents', 'daughter', 'epic']",Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,12.854853,['Metro-Goldwyn-Mayer (MGM)'],"['Italy', 'United States of America']",1965-12-22,111858363,197.0,"['English', 'Pусский']","Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",7.4,247,"[""['Omar Sharif'"", "" 'Julie Christie'""]",David Lean,1965,12,916.8942090909092
2917,25000000,['Drama'],"['sport', 'irish american', 'documentary crew', 'lowell massachusetts', 'blue collar worker', 'church bells', 'documentary filmmaking', 'boxer shorts', 'jumping rope', 'shadow boxing', 'duringcreditsstinger']","The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",31.019381,['Paramount Pictures'],['United States of America'],2010-12-17,93617009,116.0,['English'],Every dream deserves a fighting chance.,7.2,1486,"[""['Mark Wahlberg'"", "" 'Christian Bale'""]",David O. Russell,2010,12,274.468036
2918,11000000,"['Action', 'Comedy', 'Documentary']","['wound', 'disgust', 'pain', 'stunts', 'stuntman', 'stupidity', 'bulle', 'shocking']","Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",11.227087,['Paramount Pictures'],['United States of America'],2006-09-22,72778712,95.0,['English'],Guess who just made number two?,6.4,298,"[""['Johnny Knoxville'"", "" 'Bam Margera'""]",Jeff Tremaine,2006,09,561.6246545454546
2919,11000000,"['Comedy', 'Drama']","['prison', 'southern usa', 'suspicion', 'cousin', 'court', 'lawyer', 'wrongful arrest']","Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",19.231507,"['Twentieth Century Fox Film Corporation', 'Palo Vista Productions', 'Peter V. Miller Investment Corp.']",['United States of America'],1992-03-13,64088552,120.0,['English'],"Truth, Justice and the Gambini Way",7.3,384,"[""['Joe Pesci'"", "" 'Ralph Macchio'""]",Jonathan Lynn,1992,03,482.6232
2920,11000000,['Drama'],"['coma', 'musician', 'teenage girl', 'car accident', 'teenager', 'out of body experience', 'teen drama', 'based on young adult novel']","Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",31.162838,"['New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2014-08-21,78874843,106.0,['English'],Live for Love.,7.3,1368,"[""['Chloë Grace Moretz'"", "" 'Jamie Blackley'""]",R.J. Cutler,2014,08,617.0440272727272
2922,11000000,['Comedy'],"['baseball', 'sport', 'sabotage', 'sombrero', 'baseball field', 'hard hat', 'professional sports', 'comic strip', 'hot dog', 'short sighted', 'voodoo ritual', 'the big game']","When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed!",7.5591919999999995,"['Paramount Pictures', 'Mirage Enterprises']",['United States of America'],1989-02-16,49797148,107.0,['English'],A comedy with bats and balls.,6.6,217,"[""['Tom Berenger'"", "" 'Charlie Sheen'""]",David S. Ward,1989,02,352.7013454545455
2924,13000000,"['Thriller', 'Drama']","['terrorist', 'phone booth', 'psychopath']","A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",38.018085,['Fox 2000 Pictures'],['United States of America'],2002-09-09,97837138,81.0,"['English', 'Kiswahili']",No options. No lies. No fear. No deals. Just keep talking.,6.7,1062,"[""['Colin Farrell'"", "" 'Kiefer Sutherland'""]",Joel Schumacher,2002,09,652.5933692307692
2925,11000000,"['Drama', 'Romance']","['based on novel', 'theatre group', 'north carolina', 'theatre milieu', 'high school', 'cancer', 'coming of age', 'tragic love', 'teenager', 'star crossed lovers']","When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",33.283553999999995,"['DiNovi Pictures', 'Pandora Pictures', 'Gaylord Films', 'Warner Bros.']",['United States of America'],2002-01-25,41227069,101.0,['English'],She didn't belong. She was misunderstood. And she would change him forever.,7.5,1018,"[""['Mandy Moore'"", "" 'Shane West'""]",Adam Shankman,2002,01,274.79153636363634
2926,11000000,['Drama'],"['prison', 'rape', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'begnadigung', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'electric chair', 'cowardliness']",A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,15.864927999999999,"['Havoc', 'PolyGram Filmed Entertainment', 'Working Title Films']","['United States of America', 'United Kingdom']",1995-12-29,39363635,122.0,['English'],,7.3,337,"[""['Susan Sarandon'"", "" 'Sean Penn'""]",Tim Robbins,1995,12,257.8512272727273
2927,10500000,"['Drama', 'Romance', 'Thriller']","['upper class', 'sexual obsession', 'sex', 'bet', 'sadistic', 'drug abuse', 'brother sister relationship', 'cynic', 'cocaine', 'virgin', 'manipulation', 'seduction', 'love letter', 'private school', 'innocence', 'addiction', 'love', 'psychotherapy']","Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",23.449703,"['Columbia Pictures', 'Cruel Productions', 'Newmarket Capital Group']",['United States of America'],1999-03-05,75902208,97.0,"['Tiếng Việt', 'English', 'Français']","In the game of seduction, There is only one rule: Never fall in love.",6.6,827,"[""['Sarah Michelle Gellar'"", "" 'Ryan Phillippe'""]",Roger Kumble,1999,03,622.8781714285715
2928,11000000,"['Horror', 'Mystery']",['aftercreditsstinger'],"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",31.900899,"['Lionsgate', 'Twisted Pictures']","['Australia', 'Canada', 'United Kingdom', 'United States of America']",2009-10-22,68233629,90.0,['English'],The Game Has Come Full Circle,6.0,722,"[""['Tobin Bell'"", "" 'Costas Mandylor'""]",Kevin Greutert,2009,10,520.3057181818182
2929,11000000,['Comedy'],"['moses', 'roman empire', 'musical', 'stone age', 'music', 'julius caesar']","An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",14.282314000000001,"['Twentieth Century Fox Film Corporation', 'Brooksfilms']",['United States of America'],1981-06-12,31672907,92.0,"['Français', 'Latin', 'English']","Ten million years in the making. The truth, the whole truth, and everything, but the truth!",6.5,204,"[""['Mel Brooks'"", "" 'Dom DeLuise'""]",Mel Brooks,1981,06,187.93551818181817
2930,11000000,['Adventure'],['woman director'],"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",7.645979,"['Fox Searchlight Pictures', ""Donners' Company"", 'Dune Entertainment III', 'Overbrook Entertainment']",['United States of America'],2008-09-17,38105395,114.0,['English'],"Bring Your Girlfriends, Sisters, Mothers and Daughters.",7.4,158,"[""['Dakota Fanning'"", "" 'Queen Latifah'""]",Gina Prince-Bythewood,2008,09,246.41268181818182
2931,11000000,"['Action', 'Comedy', 'Crime']",[],"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",3.4957580000000004,"['Robert Simonds Productions', 'Touchstone Pictures']",['United States of America'],2001-10-12,23978402,86.0,"['English', 'Español', 'ภาษาไทย', 'Tiếng Việt']",Undercover and Out The Way!,4.1,54,"[""['Chris Kattan'"", "" 'Vinessa Shaw'""]",Rob Pritts,2001,10,117.98547272727271
2932,12000000,"['Drama', 'Horror', 'Thriller', 'Crime']",[],"When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.",7.558959,"['Universal Pictures', 'Pacific Western']",['United States of America'],1992-08-07,37170057,91.0,['English'],Demented. Deranged. Deceptive. De Palma.,5.9,65,"[""['John Lithgow'"", "" 'Lolita Davidovich'""]",Brian De Palma,1992,08,209.75047500000002
2934,12000000,['Science Fiction'],"['space invasion', 'remake', 'alien invasion']","In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.",4.234269,['Cannon Pictures'],['United States of America'],1986-01-01,4884663,100.0,['English'],Their conquest has already begun... He know they're here.,5.5,57,"[""['Karen Black'"", "" 'Hunter Carson'""]",Tobe Hooper,1986,01,-59.294475000000006
2935,11000000,"['Drama', 'Romance']","['love triangle', 'based on novel', 'homesickness', 'vororte', 'ship', 'community', 'marriage', 'working class', 'boarding house', 'ireland', 'brooklyn new york city', 'journey', 'dual life', 'irish immigrant', '1950s']","In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",39.337949,"['Wildgaze Films', 'Irish Film Board', 'Item 7', 'Parallel Film Productions']","['Canada', 'Ireland']",2015-10-20,62076141,111.0,['English'],"Two countries, two loves, one heart",7.2,1213,"[""['Saoirse Ronan'"", "" 'Domhnall Gleeson'""]",John Crowley,2015,10,464.3285545454545
2936,11000000,"['Drama', 'Romance', 'War']","['palace', 'british army', 'fencing', 'epic', 'debt', 'ireland', 'british soldier', 'seven years war', 'nobility', 'prussia']","In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",29.543331,"['Hawk Films', 'Warner Bros.', 'Peregrine']","['United Kingdom', 'United States of America']",1975-12-18,20000000,184.0,"['Deutsch', 'Français', 'English']",At long last Redmond Barry became a gentleman - and that was his tragedy.,7.7,505,"['[""Ryan O\'Neal""', "" 'Marisa Berenson'""]",Stanley Kubrick,1975,12,81.81818181818181
2937,24000000,['Comedy'],"['manager', 'alcohol', 'races', 'mountains', 'gondola', 'snowboarding', 'airplane', 'father', 'sport', 'prank', 'alaska', 'male female relationship', 'drug humor', 'hot tub', 'ski resort']","Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",4.12064,"['Spyglass Entertainment', ""Donners' Company"", 'Epsilon Motion Pictures', 'Touchstone Pictures']",['United States of America'],2001-11-21,14782676,89.0,['English'],"They haven't quite figured it all out, but they're getting a little warmer.",5.8,53,"[""['Jason London'"", "" 'Lee Majors'""]",Brendan Malloy,2001,11,-38.405516666666664
2938,24000000,['Comedy'],"['female nudity', 'tattoo', 'radio', 'cheat on husband', 'eating contest']","Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",2.259537,['SNL Studios'],['United States of America'],2000-10-13,13700000,84.0,['English'],He's cool. He's clean. He's a love machine.,5.7,34,"[""['Tim Meadows'"", "" 'Karyn Parsons'""]",Reginald Hudlin,2000,10,-42.91666666666667
2939,11000000,"['Drama', 'Comedy', 'Romance']","['musician', 'concert', 'retired']","The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",7.722021000000001,"['BBC Films', 'Headline Pictures']",['United Kingdom'],2012-09-08,59520298,98.0,"['English', 'Français']",Four Friends Looking For A Little Harmony,6.3,139,"[""['Maggie Smith'"", "" 'Tom Courtenay'""]",Dustin Hoffman,2012,09,441.0936181818182
2940,11000000,"['Comedy', 'Romance']","['compulsive gambling', 'roulette', 'stag night', 'group of friends']","College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!",7.063053,"['Columbia Pictures', 'Revolution Studios']",['United States of America'],2001-03-30,23430766,95.0,['English'],The Last Man Standing Gets The Kitty.,4.9,74,"['[""Jerry O\'Connell""', "" 'Shannon Elizabeth'""]",Gregory Poirier,2001,03,113.00696363636362
2941,11000000,"['Drama', 'Thriller', 'Crime']","['angel', 'sheriff', 'loss of mother', '1970s', 'texas', 'dream', 'rose garden', 'grave', 'ax', 'insanity', 'murder', 'mechanic', 'vision', 'serial killer', 'punishment', 'demon', 'fbi agent', 'gloves', 'religious fanatic', 'remorse', 'flashback', 'forced to kill']","A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",16.003957999999997,"['Cinerenta Medienbeteiligungs KG', 'American Entertainment Partners L.P.', 'David Kirschner Productions']","['Germany', 'Italy', 'United States of America']",2001-11-17,13110448,100.0,['English'],No Soul Is Safe.,7.0,334,"[""['Bill Paxton'"", "" 'Matthew McConaughey'""]",Bill Paxton,2001,11,19.185890909090908
2942,11000000,['Drama'],"['nazis', 'based on true story', 'art', 'stolen painting']","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",21.204929,"['BBC Films', 'Origin Pictures']","['United Kingdom', 'United States of America']",2015-04-10,61619773,120.0,"['English', 'Deutsch']",Justice is priceless.,7.3,440,"[""['Helen Mirren'"", "" 'Ryan Reynolds'""]",Simon Curtis,2015,04,460.1797545454546
2945,14000000,"['Comedy', 'Romance']","['male nudity', 'drug abuse', 'job interview', 'eavesdropping', 'fall', 'comedy', 'troll', 'cheating wife', 'backpack', 'sponge bath', 'repairman']","Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",9.371811,"['Sony Pictures', 'Screen Gems']","['Canada', 'United States of America']",2002-02-01,6413915,86.0,['English'],When all else fails... cheat.,5.4,60,"[""['Jason Segel'"", "" 'Devon Sawa'""]",Dewey Nicks,2002,02,-54.186321428571425
2946,11000000,"['Romance', 'Drama']","['brother brother relationship', 'mentally disabled', 'iowa', 'widow', 'dysfunctional family', 'independent film']","Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",33.282794,['Paramount Pictures'],['United States of America'],1993-12-17,30000000,118.0,['English'],A film about the love you find...In the last place you look.,7.5,919,"[""['Johnny Depp'"", "" 'Leonardo DiCaprio'""]",Lasse Hallström,1993,12,172.72727272727272
2947,10000000,"['Drama', 'History']","['miracle', 'jesus christ', 'last supper', 'bible', 'christian', 'god', 'sermon on the mount']",A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,3.2081720000000002,"['Gospel of John Ltd.', 'Toronto Film Studios', 'Visual Bible International']","['Canada', 'United Kingdom']",2003-09-11,4069090,125.0,['English'],For God loved the world So much...,8.2,12,"[""['Christopher Plummer'"", "" 'Henry Ian Cusick'""]",Philip Saville,2003,09,-59.3091
2950,11000000,"['Comedy', 'Drama', 'Romance']","['immigration', 'independent film', 'woman director', 'political prisoner', 'cuban refugees']","In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1.187671,"['Samuel Goldwyn Company, The']",['United States of America'],1995-05-12,2832826,113.0,['English'],"On the way to finding a family, she found love.",6.6,9,"[""['Marisa Tomei'"", "" 'Alfred Molina'""]",Mira Nair,1995,05,-74.24703636363637
2951,11000000,"['Drama', 'Music']","['folk music', 'performance', 'aspiring singer', 'new york city', 'recording', 'merchant marine', '1960s']","In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.",36.319205,"['StudioCanal', 'CBS Films', 'Anton Capital Entertainment (ACE)']","['United States of America', 'France', 'United Kingdom']",2013-10-06,32935319,105.0,['English'],,7.2,834,"[""['Oscar Isaac'"", "" 'Carey Mulligan'""]",Joel Coen,2013,10,199.41199090909092
2953,11000000,"['Drama', 'Adventure', 'Romance']","['island', 'marooned', 'pacific island', 'teenager', 'deserted island', 'tropical island']","In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",9.705589,['Columbia Pictures Corporation'],['Fiji'],1991-08-02,2807854,98.0,['English'],"Return to the Romance, Return to the Adventure...",5.1,153,"[""['Milla Jovovich'"", "" 'Brian Krause'""]",William A. Graham,1991,08,-74.47405454545455
2954,11000000,"['Drama', 'History']","['pennsylvania', 'miner', 'coal mining', 'coal mine', 'pennsylvania coal miner']","Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",1.3969850000000001,"['Paramount Pictures', 'Tamm Productions']",['United States of America'],1970-01-27,2200000,124.0,['English'],,5.9,16,"[""['Sean Connery'"", "" 'Samantha Eggar'""]",Martin Ritt,1970,01,-80.0
2958,10800000,"['Horror', 'Thriller', 'Crime']","['blood splatter', 'serial killer', 'pig mask', 'nazi', 'jigsaw', 'swastika tattoo']","Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.",32.943847999999996,"['Lionsgate', 'Twisted Pictures']",['United States of America'],2008-10-23,113857533,92.0,['English'],You Won't Believe How It Ends,5.9,820,"[""['Tobin Bell'"", "" 'Costas Mandylor'""]",David Hackl,2008,10,954.2364166666667
2962,7400000,"['Drama', 'Romance']","['adultery', 'extramarital affair']","Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",3.246903,"['Yash Raj Films', 'Dharma Productions']",['India'],2006-08-11,17000000,193.0,"['English', 'हिन्दी']",A Love.... That Broke All Relationships,6.1,42,"[""['Shah Rukh Khan'"", "" 'Rani Mukerji'""]",Karan Johar,2006,08,129.72972972972974
2963,14000000,"['Drama', 'Comedy', 'Romance']",[],"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",4.519523,"['Miramax Films', 'Pyramide Productions']","['United Kingdom', 'United States of America']",1999-04-15,18535191,97.0,['English'],He just doesn't know it yet.,6.3,46,"[""['Cate Blanchett'"", "" 'Minnie Driver'""]",Oliver Parker,1999,04,32.39422142857143
2966,10500000,"['Science Fiction', 'Mystery', 'Adventure']","['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United States of America', 'United Kingdom']",1968-04-10,68700000,149.0,"['English', 'Pусский']",An epic drama of adventure and exploration,7.9,2998,"[""['Keir Dullea'"", "" 'Gary Lockwood'""]",Stanley Kubrick,1968,04,554.2857142857142
2968,10000000,"['Romance', 'Comedy', 'Drama']","['infidelity', 'party', 'love', 'cancer', 'neighbor', 'writer', 'teenager', 'illness', 'flashback', 'actress']","After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",12.792446,"['Castle Rock Entertainment', 'Land Films Inc.', 'Anonymous Content']",['United States of America'],2007-04-16,17500000,97.0,['English'],Get ready to fall,5.8,160,"[""['Meg Ryan'"", "" 'Kristen Stewart'""]",Jon Kasdan,2007,04,75.0
2973,12000000,"['History', 'Drama']",['duringcreditsstinger'],"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",5.759545,['Dos Corazones'],['Mexico'],2012-06-01,9622846,145.0,"['Español', 'English']",The True Story of Cristiada,6.4,35,"[""['Eva Longoria'"", "" 'Andy García'""]",Dean Wright,2012,06,-19.809616666666663
2975,10000000,['Drama'],"['baseball', 'boston', 'professor', 'm.i.t.', 'harvard university', 'ambition', 'mathematics', 'genius', 'love', 'friends', 'janitor', 'irish', 'psychologist', 'university', 'courtroom', 'flashback', 'prodigy']","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734885999999996,"['Miramax Films', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']","['Canada', 'United States of America']",1997-12-05,225933435,126.0,['English'],"Some people can never believe in themselves, until someone believes in them.",7.9,2811,"[""['Robin Williams'"", "" 'Matt Damon'""]",Gus Van Sant,1997,12,2159.33435
2977,10000000,"['Horror', 'Thriller', 'Crime']","['brain tumor', 'nudity', 'suffocation', 'mutilation', 'severed foot', 'famous theme', 'shot in the face']","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",33.124871,"['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment']",['United States of America'],2006-10-27,163876815,108.0,['English'],Suffering? You Haven't Seen Anything Yet...,6.1,1071,"[""['Tobin Bell'"", "" 'Shawnee Smith'""]",Darren Lynn Bousman,2006,10,1538.7681499999999
2978,10000000,"['Action', 'Comedy']","['date', 'ex-girlfriend', 'u.s. army', 'military spoof']","John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",10.892398,['Columbia Pictures Industries'],['United States of America'],1981-06-25,85300000,106.0,"['English', 'Pусский', 'Polski']",The story of a man who wanted to keep the world safe for democracy...and meet girls.,6.5,249,"[""['Bill Murray'"", "" 'Harold Ramis'""]",Ivan Reitman,1981,06,752.9999999999999
2979,28000000,['Comedy'],"['cheerleader', 'sport', 'high school', 'teenage girl', 'cheerleading', 'cheering crowd', 'duringcreditsstinger']","The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",14.754281,['Beacon Communications'],['United States of America'],2000-08-25,90449929,98.0,['English'],May the best moves win.,5.8,568,"[""['Kirsten Dunst'"", "" 'Jesse Bradford'""]",Peyton Reed,2000,08,223.0354607142857
2980,10000000,"['Action', 'Horror', 'Thriller']","['dystopia', 'sequel', 'legalized murder']","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",53.727146,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions']","['France', 'United States of America']",2016-06-29,118587880,105.0,['English'],Keep America great,6.1,1306,"[""['Elizabeth Mitchell'"", "" 'Frank Grillo'""]",James DeMonaco,2016,06,1085.8788
2981,10000000,"['Comedy', 'Romance']","['tv star', 'jeep', 'volleyball', 'misfit', 'teen angst', 'house party', 'teen movie', 'teenager', 'avant-garde', 'popularity', 'little people', 'high school student', 'young love', 'prom queen', 'pygmalion', 'clown makeup', 'performance art', 'beatboxing', 'self expression', 'tripping', 'pool cleaner']","High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",8.9876,"['Miramax Films', 'Tapestry Films', 'FilmColony']",['United States of America'],1999-01-29,103166989,95.0,['English'],These two opposites attract... but EVERYONE'S trying to keep them apart!,5.7,418,"[""['Freddie Prinze Jr.'"", "" 'Rachael Leigh Cook'""]",Robert Iscove,1999,01,931.66989
